Teste,Bucket,Num. Solves,Total Time,Final Cost
1,0,2.0,0.001820274,1.0
2,0,2.0,0.002206805,2.0
3,0,2.0,0.003041006,3.4142099999999997
4,0,2.0,0.002621141,3.4142099999999997
5,0,2.0,0.002677111,3.0
6,0,2.0,0.002797451,3.8284199999999995
7,0,2.0,0.001826533,1.41421
8,0,2.0,0.002144967,2.0
9,0,2.0,0.002504578,3.0
10,0,2.0,0.002822798,3.4142099999999997
11,1,2.0,0.004518646,6.0
12,1,2.0,0.004210776,7.0
13,1,2.0,0.006683639,7.242629999999999
14,1,2.0,0.005115453,6.656839999999999
15,1,2.0,0.005521026,6.242629999999999
16,1,2.0,0.005179799,7.41421
17,1,2.0,0.003541804,5.0
18,1,2.0,0.006352439,6.8284199999999995
19,1,2.0,0.003371032,4.0
20,1,2.0,0.003878786,4.8284199999999995
21,2,2.0,0.006204859,8.242629999999998
22,2,2.0,0.013632592,11.82842
23,2,2.0,0.008977629,11.82842
24,2,2.0,0.01173716,11.656839999999999
25,2,2.0,0.00704472,8.07105
26,2,2.0,0.007739409,8.48526
27,2,2.0,0.010673807,11.48526
28,2,2.0,0.00716759,10.41421
29,2,2.0,0.008624645,10.07105
30,2,2.0,0.005919335,8.41421
31,3,2.0,0.01748253,13.727890000000002
32,3,2.0,0.008680109,12.41421
33,3,2.0,0.013925054,12.727890000000002
34,3,2.0,0.016328297,13.727890000000002
35,3,2.0,0.008218126,12.41421
36,3,2.0,0.009136504,13.0
37,3,2.0,0.01464235,15.07105
38,3,2.0,0.017139764,14.142100000000003
39,3,2.0,0.015188429,12.82842
40,3,2.0,0.011645165,12.242629999999998
41,4,2.0,0.012084981,17.41421
42,4,2.0,0.022327702,16.24263
43,4,2.0,0.031025832,17.142100000000003
44,4,2.0,0.010968055,16.41421
45,4,2.0,0.031031437,19.31368
46,4,2.0,0.011093686,18.82842
47,4,2.0,0.023117483,16.89947
48,4,2.0,0.025622097,16.31368
49,4,2.0,0.034035865,19.31368
50,4,2.0,0.033367879,19.970520000000004
51,5,2.0,0.05313536,23.970520000000004
52,5,3.0,0.078478741,21.970520000000004
53,5,2.0,0.073035532,22.142100000000003
54,5,2.0,0.071857224,23.313680000000005
55,5,2.0,0.027291063,23.65684
56,5,2.0,0.027658183,21.07105
57,5,2.0,0.042589173,20.65684
58,5,3.0,0.095490396,22.485260000000004
59,5,2.0,0.058810104,23.07105
60,5,2.0,0.035682058,20.89947
61,6,5.0,0.17425536,25.970520000000004
62,6,2.0,0.028823969,24.65684
63,6,2.0,0.049804658,24.727890000000002
64,6,2.0,0.065676715,27.86999000000001
65,6,4.0,0.12267175,24.970520000000004
66,6,2.0,0.04646023,24.242630000000002
67,6,2.0,0.087400229,26.89947
68,6,2.0,0.015524554,25.82842
69,6,2.0,0.052880721,24.213150000000006
70,6,2.0,0.026132461,26.242630000000002
71,7,2.0,0.071787743,29.69841000000001
72,7,4.0,0.170913921,30.041570000000007
