Teste Bucket Num. Solves Total Time Final Cost
1 0 2.0 0.002083271 1.41421
2 0 2.0 0.002147001 1.41421
3 0 2.0 0.002812723 2.0
4 0 1.0 6.974e-06 0.0
5 0 2.0 0.002211149 1.41421
6 0 2.0 0.003621605 3.4142099999999997
7 0 2.0 0.002186105 1.0
8 0 2.0 0.002817523 2.82842
9 0 2.0 0.003455016 3.0
10 0 2.0 0.00370227 3.8284199999999995
11 5 2.0 0.032403138 20.970520000000004
12 5 2.0 0.034386867 20.071050000000003
13 5 8.0 0.210149424 22.727890000000002
14 5 5.0 0.152662844 23.727890000000002
15 5 2.0 0.042333021 23.071050000000003
16 5 3.0 0.052995653 21.142100000000006
17 5 4.0 0.066571789 21.142100000000003
18 5 2.0 0.036304737 20.485260000000004
19 5 9.0 0.213450871 22.31368
20 5 4.0 0.080194058 22.727890000000002
21 10 9.0 0.694318882 39.21315
22 10 9.0 1.109969914 40.21315
23 10 2.0 0.055914899 41.24262999999999
24 10 5.0 0.960155224 39.213150000000006
25 10 11.0 0.89874524 40.07104999999999
26 10 5.0 0.350543634 40.31367999999999
27 10 4.0 0.29282356 41.313679999999984
28 10 9.0 0.518322952 41.07104999999999
29 10 3.0 0.098956339 41.24262999999999
30 10 9.0 0.89312667 41.97052
31 15 15.0 4.03844311 98.81102999999993
32 15 13.0 2.397270904 59.89946999999998
33 15 12.0 2.549763654 66.14209999999997
34 15 10.0 1.66873731 59.727889999999974
35 15 2.0 0.131534928 61.071049999999985
36 15 2.0 0.10985265 60.65683999999999
37 15 11.0 2.398121428 61.48525999999998
38 15 11.0 1.994243936 62.97051999999998
39 15 4.0 0.339603515 64.14209999999997
40 15 16.0 3.575334459 62.31367999999999
