Teste Bucket Num. Solves Total Time Final Cost
1 0 2.0 0.00325528 1.0
2 0 2.0 0.0035886 2.0
3 0 2.0 0.027343459 3.4142099999999997
4 0 2.0 0.01647523 3.4142099999999997
5 0 2.0 0.003929401 3.0
6 0 3.0 0.051316718 3.8284199999999995
7 0 2.0 0.00576623 1.41421
8 0 2.0 0.003603343 2.0
9 0 2.0 0.003942745 3.0
10 0 2.0 0.028018951 3.4142099999999997
11 5 6.0 0.596810952 23.970520000000004
12 5 5.0 0.666257107 21.970520000000004
13 5 4.0 0.761879101 22.142100000000003
14 5 2.0 0.498389801 23.313680000000005
15 5 3.0 0.097846948 23.656840000000003
16 5 4.0 0.163020239 21.07105
17 5 2.0 0.342464825 20.656840000000003
18 5 7.0 0.737675764 23.071050000000003
19 5 5.0 0.590559512 23.071050000000003
20 5 4.0 0.252187168 20.89947
21 10 6.0 1.066873216 41.55630999999998
22 10 8.0 1.448152778 42.38472999999998
23 10 8.0 1.763420596 42.213149999999985
24 10 6.0 2.668298021 42.183669999999985
25 10 7.0 2.170080141 40.556309999999996
26 10 9.0 2.550936746 43.79893999999999
27 10 6.0 1.872947628 40.213149999999985
28 10 7.0 2.410318277 40.28419999999999
29 10 9.0 4.024764496 42.59787999999999
30 10 8.0 2.815933564 40.45577999999999
31 15 12.0 7.871385102 60.56839999999995
32 15 13.0 7.758940073 60.08313999999996
33 15 14.0 10.122775096 60.73997999999996
34 15 10.0 7.569272929 60.568399999999954
35 15 9.0 6.980651875 61.15418999999996
36 15 14.0 8.638235798 61.32576999999996
37 15 13.0 8.792446954 61.15418999999996
38 15 10.0 7.186902442 60.91155999999995
39 15 13.0 8.155543049 61.32576999999996
40 15 12.0 8.527461456 62.15418999999996
