Teste Bucket Num. Solves Total Time Final Cost
1 0 2.0 0.001654227 1.41421
2 0 2.0 0.002141473 1.41421
3 0 4.0 0.007619204 2.0
4 0 1.0 1.2407e-05 0.0
5 0 2.0 0.002278854 1.41421
6 0 4.0 0.010256577 3.4142099999999997
7 0 2.0 0.002283317 1.0
8 0 2.0 0.003560815 2.82842
9 0 4.0 0.011144615 3.0
10 0 4.0 0.010545713 3.8284199999999995
11 5 9.0 0.137647747 20.970520000000004
12 5 6.0 0.1326877 20.071050000000003
13 5 8.0 0.166721569 22.727890000000002
14 5 9.0 0.19895014 23.727890000000002
15 5 6.0 0.178149156 23.071050000000003
16 5 4.0 0.094589861 21.142100000000006
17 5 7.0 0.115961523 21.142100000000003
18 5 9.0 0.186519363 20.485260000000004
19 5 8.0 0.168881003 22.31368
20 5 7.0 0.144400774 22.727890000000002
21 10 17.0 1.007482043 42.04157000000001
22 10 9.0 0.768199311 40.79894
23 10 7.0 0.573236335 41.24262999999999
24 10 7.0 0.936397898 39.79894
25 10 21.0 1.425445117 41.48526
26 10 14.0 1.148443293 40.31367999999999
27 10 11.0 0.87261916 41.89946999999999
28 10 6.0 0.407846123 41.071049999999985
29 10 6.0 0.344712896 41.24262999999999
30 10 23.0 1.374341753 43.1421
31 15 Não consegui convergir...  
32 15 Não consegui convergir...  
33 15 Não consegui convergir...  
34 15 10.0 1.57715051 60.65683999999999
35 15 8.0 0.798797099 61.071049999999985
36 15 9.0 1.203489477 60.65683999999999
37 15 Não consegui convergir...  
38 15 Não consegui convergir...  
39 15 9.0 1.11497649 62.48525999999998
40 15 Não consegui convergir...  
