Teste Bucket Num. Solves Total Time Final Cost
1 0 2.0 0.000926959 1.41421
2 0 2.0 0.001029783 1.41421
3 0 2.0 0.001284946 2.0
4 0 1.0 1.1936e-05 0.0
5 0 2.0 0.001059866 1.41421
6 0 3.0 0.00318874 3.4142099999999997
7 0 2.0 0.001054704 1.0
8 0 2.0 0.001608109 2.82842
9 0 2.0 0.001701867 3.0
10 0 3.0 0.003004807 3.8284199999999995
11 5 5.0 0.061379472 20.970520000000004
12 5 2.0 0.023695998 20.071050000000003
13 5 15.0 0.68839337 22.727890000000002
14 5 Não consegui convergir...  
15 5 2.0 0.03098781 23.071050000000003
16 5 4.0 0.060209084 21.142100000000003
17 5 11.0 0.165740009 21.142100000000003
18 5 6.0 0.077950464 20.485260000000004
19 5 13.0 0.788964151 23.142100000000003
20 5 12.0 0.220784521 22.727890000000002
21 10 23.0 2.234346602 42.142100000000006
22 10 34.0 2.558333027 40.79894
23 10 5.0 0.125409778 41.24262999999999
24 10 15.0 1.356340755 40.384730000000005
25 10 Não consegui convergir...  
26 10 8.0 0.284447973 40.31367999999999
27 10 14.0 0.500915657 41.313679999999984
28 10 8.0 0.366073424 41.899469999999994
29 10 7.0 0.225678672 41.24262999999999
30 10 Não consegui convergir...  
31 15 Não consegui convergir...  
32 15 6.0 0.541763201 68.62735999999998
33 15 Não consegui convergir...  
34 15 14.0 1.137492736 61.727889999999974
35 15 8.0 0.437001928 61.89946999999998
36 15 5.0 0.259646621 60.65683999999999
37 15 Não consegui convergir...  
38 15 25.0 1.835037431 67.45577999999996
39 15 7.0 0.436240175 62.48525999999998
40 15 20.0 1.90857855 69.38472999999999
