Teste Bucket Num. Solves Total Time Final Cost
1 0 2.0 0.000909229 1.41421
2 0 2.0 0.001037337 1.41421
3 0 2.0 0.001258839 2.0
4 0 1.0 1.1892e-05 0.0
5 0 2.0 0.001053715 1.41421
6 0 3.0 0.003209886 3.4142099999999997
7 0 2.0 0.001157254 1.0
8 0 2.0 0.001515224 2.82842
9 0 2.0 0.001704908 3.0
10 0 3.0 0.002862115 3.8284199999999995
11 5 5.0 0.060954411 20.970520000000004
12 5 2.0 0.023421806 20.071050000000003
13 5 15.0 0.692377619 22.727890000000002
14 5 Não consegui convergir...  
15 5 2.0 0.030877587 23.071050000000003
16 5 4.0 0.059848576 21.142100000000003
17 5 11.0 0.166817187 21.142100000000003
18 5 6.0 0.07819029 20.485260000000004
19 5 13.0 0.80055528 23.142100000000003
20 5 12.0 0.22230952 22.727890000000002
21 10 Não consegui convergir...  
22 10 17.0 1.744204454 40.79894
23 10 5.0 0.126602461 41.24262999999999
24 10 55.0 3.05271454 40.384730000000005
25 10 Não consegui convergir...  
26 10 8.0 0.282387057 40.31367999999999
27 10 14.0 0.505289634 41.313679999999984
28 10 8.0 0.365614471 41.899469999999994
29 10 7.0 0.226590764 41.24262999999999
30 10 Não consegui convergir...  
31 15 Não consegui convergir...  
32 15 14.0 1.494274612 68.86998999999997
33 15 Não consegui convergir...  
34 15 17.0 1.197799601 61.14209999999998
35 15 8.0 0.444476692 61.89946999999998
36 15 5.0 0.268859703 60.65683999999999
37 15 Não consegui convergir...  
38 15 13.0 0.970674295 70.86998999999997
39 15 7.0 0.432721383 62.48525999999998
40 15 21.0 1.831002681 69.38472999999999
