Teste Bucket Num. Solves Total Time Final Cost
1 0 2.0 0.001140063 1.41421
2 0 2.0 0.001594631 1.41421
3 0 4.0 0.006034784 2.0
4 0 1.0 1.2789e-05 0.0
5 0 2.0 0.00179898 1.41421
6 0 4.0 0.007771822 3.4142099999999997
7 0 2.0 0.001844686 1.0
8 0 2.0 0.002723609 2.82842
9 0 4.0 0.008876115 3.0
10 0 4.0 0.008061724 3.8284199999999995
11 5 8.0 0.273878926 20.970520000000004
12 5 7.0 0.314459325 20.071050000000003
13 5 7.0 0.435160242 22.727890000000002
14 5 7.0 0.426944914 23.727890000000002
15 5 6.0 0.274024066 23.071050000000003
16 5 9.0 0.427754271 21.142100000000006
17 5 9.0 0.336431089 21.142100000000003
18 5 9.0 0.359005428 20.485260000000004
19 5 10.0 0.66404904 22.31368
20 5 10.0 0.606575175 22.727890000000002
21 10 21.0 2.425755829 40.384730000000005
22 10 Não consegui convergir...  
23 10 Não consegui convergir...  
24 10 Não consegui convergir...  
25 10 Não consegui convergir...  
26 10 24.0 1.834203386 40.31367999999999
27 10 23.0 1.793512859 41.31367999999999
28 10 Não consegui convergir...  
29 10 9.0 0.530056628 41.24262999999999
30 10 Não consegui convergir...  
31 15 Não consegui convergir...  
32 15 18.0 3.342677074 68.04156999999996
33 15 16.0 3.083516633 71.69840999999997
34 15 44.0 5.212415124 60.65683999999999
35 15 18.0 2.084431687 61.071049999999985
36 15 16.0 2.030524332 60.65683999999999
37 15 25.0 5.102277255 72.21314999999998
38 15 25.0 3.863586839 68.86998999999996
39 15 16.0 1.801492618 62.48525999999998
40 15 19.0 3.698403753 69.62735999999998
