Teste Bucket Num. Solves Total Time Final Cost
1 0 2.0 0.001104467 1.41421
2 0 2.0 0.001608132 1.41421
3 0 4.0 0.006055533 2.0
4 0 1.0 1.2207e-05 0.0
5 0 2.0 0.001760067 1.41421
6 0 4.0 0.007812513 3.4142099999999997
7 0 2.0 0.001742072 1.0
8 0 2.0 0.002766583 2.82842
9 0 4.0 0.009023958 3.0
10 0 4.0 0.00809574 3.8284199999999995
11 5 6.0 0.183621637 20.970520000000004
12 5 5.0 0.21878579 20.071050000000003
13 5 8.0 0.551463371 22.727890000000002
14 5 8.0 0.568625053 23.727890000000002
15 5 7.0 0.363775824 23.071050000000003
16 5 7.0 0.315767648 21.142100000000006
17 5 6.0 0.216753347 21.142100000000003
18 5 6.0 0.277296874 20.485260000000004
19 5 8.0 0.623312029 22.31368
20 5 8.0 0.532301869 22.727890000000002
21 10 Não consegui convergir...  
22 10 Não consegui convergir...  
23 10 6.0 0.380569237 42.07104999999999
24 10 Não consegui convergir...  
25 10 Não consegui convergir...  
26 10 10.0 1.08221042 40.31367999999999
27 10 15.0 1.8002535 41.31367999999999
28 10 Não consegui convergir...  
29 10 6.0 0.60170912 41.24262999999999
30 10 Não consegui convergir...  
31 15 18.0 5.627435965 73.21314999999998
32 15 15.0 3.925863024 72.04156999999996
33 15 Não consegui convergir...  
34 15 14.0 2.465674115 60.89946999999998
35 15 8.0 1.221151533 61.071049999999985
36 15 11.0 1.6692939 60.65683999999999
37 15 11.0 3.044277644 72.21314999999998
38 15 17.0 4.367516488 70.04156999999998
39 15 9.0 1.389776825 62.48525999999998
40 15 13.0 3.018852843 71.04156999999998
