Teste Bucket Estados expandidos Episódios de busca Custo da trajetória % Sol. Ótima Ações por Episódio de Busca Tempo Total Busca Tempo Médio Episódio de Busca Tempo Médio Busca por Ação Tempo máximo de planejamento Fifty Ninety
1 0 542.0 2 2.82842 0.0 1.0 0.065054419 0.032300117 0.032300117 0.037730226 0.037730226 0.037730226
2 0 3.0 3 3.0 0.0 1.0 0.000939398 0.00010440166666666666 0.00010440166666666666 0.000134985 9.0503e-05 0.000134985
3 0 542.0 2 2.82842 0.0 1.0 0.087730696 0.043662633 0.043662633 0.052403105 0.052403105 0.052403105
4 0 542.0 2 2.82842 0.0 1.0 0.063812376 0.031684076 0.031684076 0.032249952 0.032249952 0.032249952
5 0 273.0 3 3.4142099999999997 0.001234604105571731 1.0 0.032743495 0.010707470333333332 0.010707470333333332 0.031892047 0.000138277 0.031892047
6 0 3.0 3 3.0 0.0 1.0 0.000911783 0.000107637 0.000107637 0.000135051 9.9613e-05 0.000135051
7 0 3.0 3 3.0 0.0 1.0 0.000858349 0.000105761 0.000105761 0.000137651 9.0714e-05 0.000137651
8 0 543.0 3 3.8284199999999995 0.0 1.0 0.065786771 0.021711899999999996 0.021711899999999996 0.03538577 0.029612212 0.03538577
9 0 542.0 2 2.82842 0.0 1.0 0.063935477 0.031763400000000004 0.031763400000000004 0.034603617 0.034603617 0.034603617
10 0 273.0 3 3.4142099999999997 0.001234604105571731 1.0 0.025862333 0.008428076999999999 0.008428076999999999 0.02507847 0.000120221 0.02507847
11 5 2180.0 20 23.313680000000005 0.00015787215787243006 1.0 0.308669622 0.015242446100000001 0.015242446100000001 0.050223683 8.7993e-05 0.049917027
12 5 1911.0 21 23.899470000000004 0.0 1.0 0.260290342 0.012215565523809525 0.012215565523809525 0.048916469 8.6016e-05 0.04008938
13 5 563.0 23 23.82842 0.0 1.0 0.070540723 0.002875515304347826 0.002875515304347826 0.037492942 8.5553e-05 0.000133461
14 5 563.0 23 23.82842 0.0 1.0 0.072131469 0.0029460363043478264 0.0029460363043478264 0.038065023 8.6819e-05 0.000135363
15 5 3528.0 18 23.384730000000005 0.00020230966638176538 1.0 0.461362002 0.025443249722222224 0.025443249722222224 0.050444454 0.033386495 0.044366163
16 5 0.0 0 0.0 0.0 0.0 9.785e-06 0.0 0.0 0.0 0.0 0.0
17 5 4337.0 17 23.627360000000007 0.0 1.0 0.569021183 0.03326093294117647 0.03326093294117647 0.060971063 0.034126281 0.04608984
18 5 3257.0 17 21.970520000000004 2.366863905349035e-05 1.0 0.453823171 0.02650121229411765 0.02650121229411765 0.056807792 0.034786841 0.048922265
19 5 1641.0 21 23.485260000000004 0.0 1.0 0.243697053 0.01142157 0.01142157 0.049941082 8.8584e-05 0.04487343
20 5 23.0 23 23.0 0.0 1.0 0.006501819 8.874078260869564e-05 8.874078260869564e-05 0.000133059 8.6536e-05 8.9093e-05
21 10 6523.0 43 43.828419999999994 0.01360823311748363 1.0 0.540362291 0.01237681753488372 0.01237681753488372 0.046357839 0.018005878 0.019517536
22 10 7860.0 30 42.012089999999986 4.975005950936394e-05 1.0 1.013848553 0.03359846086666666 0.03359846086666666 0.063170909 0.033995346 0.046819148
23 10 9488.0 38 46.69840999999998 0.09620680751173662 1.0 1.792089939 0.046944840342105255 0.046944840342105255 0.094747628 0.050431224 0.075770514
24 10 3550.0 40 44.556309999999975 0.013334318853763388 1.0 0.459566985 0.011305839525 0.011305839525 0.057496539 8.4693e-05 0.038399196
